"운영팀> 2번 모니터> 유니티 프로그램 내용 Num","Key","Korean","English","Japanese","Chinese","Nhóm vận hành > Màn hình 2 > Nội dung chương trình Unity Vietnamese","Indonesian","Thai","Russian","비고","기타"
"1393","Photo_SNS","QR을 통해서 내 핸드폰에 저장하고 다양한 SNS에 올려보세요 
한복 착장에 관한 이벤트가 준비중이니 많은 참여 바랍니다. ","Scan the QR to save it and share on your socials! 
A special Hanbok event is coming soon, so stay tuned!","QRを読み込んでスマホに保存し、SNSでシェアしてみてね！
韓服イベントも準備中なので、たくさん参加してね！","きゅーあーるを よみこんで すまほに ほぞんし、
えすえぬえすで しぇあして みてね！","Hãy lưu mã QR vào điện thoại và chia sẻ trên các nền tảng mạng xã hội khác nhau. Một sự kiện về việc mặc Hanbok hiện đang được chuẩn bị, vì vậy chúng tôi rất mong chờ sự tham gia của các bạn.","Simpan kode QR ke ponsel Anda dan bagikan di berbagai platform media sosial. Sebuah acara terkait pemakaian Hanbok sedang dipersiapkan, jadi kami menantikan partisipasi Anda.","บันทึกคิวอาร์โค้ดลงในโทรศัพท์มือถือของคุณแล้วแชร์บนแพลตฟอร์มโซเชียลมีเดียต่างๆ ขณะนี้กำลังมีการเตรียมจัดกิจกรรมเกี่ยวกับการสวมชุดฮันบก เราจึงหวังเป็นอย่างยิ่งว่าคุณจะเข้าร่วม","Сохраните QR-код на свой мобильный телефон и поделитесь им в различных социальных сетях. В настоящее время готовится мероприятие, посвященное ношению ханбока, поэтому мы с нетерпением ждем вашего участия.","",""
"140","HanbokExplain_HanbokDesigner"," 'WITH' 에 AR착장 한복은 대한민국의 한복 명인 
디자이너 선생님이 제공해주신 한복입니다.  ","The AR hanbok on ‘WITH’  is provided by Korea’s master designer.","「WITH」のAR韓服は、韓国の名匠パク・スルニョ氏提供です。","“WITH”上的AR韩服由韩国韩服大师朴述女提供。","Bộ Hanbok mà người mặc trong phim 'WITH' sử dụng công nghệ AR là một thiết kế của một nhà thiết kế bậc thầy đến từ Hàn Quốc.","Hanbok yang dikenakan oleh AR dalam 'WITH' adalah Hanbok yang disediakan oleh seorang desainer ternama dari Korea Selatan.","ชุดฮันบกที่สวมใส่ในภาพยนตร์เรื่อง 'WITH' ซึ่งใช้เทคโนโลยี AR นั้น เป็นชุดฮันบกที่ออกแบบโดยดีไซเนอร์ชื่อดังจากเกาหลีใต้","Ханбок, в котором используется технология дополненной реальности (AR) в фильме «WITH», был предоставлен выдающимся дизайнером из Южной Кореи.","",""
"141","HanbokExplain_HanbokExplainContent","한복은 한국 전통 의복으로, 오랜 역사와 전통을 가진 옷입니다.
한복은 고유의 아름다움과 독특한 디자인으로 한국 문화를 대표하는  상징 중 하나로 
여겨지며, 특별한 행사나 명절 때 주로 착용됩니다. 
직선적인 서양 복식과 달리, 부드럽게 흐르는 선과 넉넉한 옷자락이 특징입니다. 
전통적으로, 한복의 색은 사회적 지위, 연령, 계절 등에 따라 다르게 선택되었으며, 
색상의 조합은 옷을 입는 사람의 개성과 상황을 반영합니다. 
한복은 단순한 의복을 넘어 한국의 전통과 문화를 상징하는 중요한 문화유산으로, 세계적으로도 그 아름다움을 인정받고 있습니다. 바로 지금, 저 휴가 한복을 입은 여러분들의 예쁜 모습을 화면속에 담아드릴게요! 

한복 착장서비스를 시작해보세요 ~~ 일반한복과 궁중한복 모두 촬영 가능합니다. 
그리고 QR틍 통해서 핸드폰에 저장해 가세요 ^^

*SNS에 공유할때는 #WITH #한복착장KIOSK 넣어주시면 감사하겠습니다.","Hanbok is Korea's beautiful traditional clothing with a long history. Unlike straight Western clothes, it features gently flowing lines and a relaxed fit. Historically, colors represented social status, seasons, and personality.

Right now, I, Hue, will capture your stunning look wearing Hanbok on the screen! Try our Hanbok fitting service. You can take pictures in both regular and royal Hanbok.

Save it to your phone via QR code! And when sharing on SNS, 
please include the hashtags #WITH #HanbokFittingKIOSK. ^^","はんぼくは ながい れきしが ある かんこくの うつくしい でんとう いしょうです。まっすぐな せいようの ふくとは ちがい、やわらかく ながれる せんと ゆったりとした すそが とても みりょくてきです！むかしは いろで みぶんや きせつ、こせいを あらわしていました。

いまから わたし「ひゅ」が はんぼくを きた みなさんの きれいな すがたを がめんに のこして あげます！いっぱんの はんぼくも きゅうちゅうの はんぼくも さつえい できますよ。

さつえいの あとは きゅうあある こおどで すまほに ほぞんして かえってね！えすえぬえすに のせる ときは #WITH #はんぼくしちゃくKIOSK を いれてくれると うれしいです！ ^^","韩服是拥有悠久历史的韩国美丽传统服饰。与直线型的西式服装不同，韩服以柔和流畅的线条和宽松的下摆为特色，超级迷人！传统上，颜色还代表了社会地位、季节和个性。

现在，就让我“Hue”在屏幕里为您定格穿上韩服的绝美瞬间吧！快来体验韩服试穿服务，普通韩服和宫廷韩服都可以拍摄哦。

拍完还可以通过二维码保存到手机里！^^ 发社交媒体时，如果能加上 #WITH #韩服试穿KIOSK 的标签就太感谢啦！

","Hanbok là trang phục truyền thống của Hàn Quốc với lịch sử và truyền thống lâu đời.

Được coi là một trong những biểu tượng đại diện cho văn hóa Hàn Quốc bởi vẻ đẹp vốn có và thiết kế độc đáo, Hanbok chủ yếu được mặc trong các sự kiện đặc biệt hoặc ngày lễ.

Không giống như trang phục phương Tây thẳng tắp, Hanbok được đặc trưng bởi những đường nét mềm mại và phần váy xòe rộng.

Theo truyền thống, màu sắc của Hanbok được lựa chọn khác nhau tùy theo địa vị xã hội, độ tuổi và mùa, và sự kết hợp màu sắc phản ánh cá tính của người mặc và dịp lễ.

Vượt xa trang phục đơn thuần, Hanbok là một di sản văn hóa quan trọng tượng trưng cho truyền thống và văn hóa Hàn Quốc, và vẻ đẹp của nó được công nhận trên toàn cầu. Ngay bây giờ, tôi, Hu, sẽ ghi lại những khoảnh khắc tuyệt đẹp của bạn khi mặc Hanbok trên màn hình!

Hãy bắt đầu dịch vụ thử Hanbok của bạn! Cả Hanbok tiêu chuẩn và Hanbok Hoàng gia đều có sẵn để chụp ảnh.

Và vui lòng lưu ảnh vào điện thoại của bạn qua mã QR. ^^

*Khi chia sẻ trên mạng xã hội, chúng tôi rất cảm ơn nếu bạn thêm hashtag #WITH #HanbokFittingKIOSK.","Hanbok adalah pakaian tradisional Korea dengan sejarah dan tradisi yang panjang.

Dianggap sebagai salah satu simbol yang mewakili budaya Korea karena keindahan dan desainnya yang unik, Hanbok terutama dikenakan pada acara-acara khusus atau hari libur.

Tidak seperti pakaian Barat yang linear, Hanbok dicirikan oleh garis-garis yang mengalir lembut dan rok yang bervolume.

Secara tradisional, warna Hanbok dipilih berbeda-beda sesuai dengan status sosial, usia, dan musim, dan kombinasi warna mencerminkan kepribadian pemakainya dan kesempatan tersebut.

Lebih dari sekadar pakaian, Hanbok adalah warisan budaya penting yang melambangkan tradisi dan budaya Korea, dan keindahannya diakui secara global. Saat ini, saya, Hu, akan mengabadikan momen-momen indah Anda mengenakan Hanbok di layar!

Mulailah layanan fitting Hanbok Anda! Baik Hanbok standar maupun Hanbok Kerajaan tersedia untuk difoto.

Dan mohon simpan foto-foto tersebut ke ponsel Anda melalui kode QR. ^^

*Saat berbagi di media sosial, kami akan sangat menghargai jika Anda menyertakan tagar #WITH #HanbokFittingKIOSK.","ชุดฮันบกเป็นชุดประจำชาติเกาหลีที่มีประวัติศาสตร์และประเพณีอันยาวนาน

ถือเป็นหนึ่งในสัญลักษณ์ที่แสดงถึงวัฒนธรรมเกาหลี ด้วยความงดงามและดีไซน์ที่เป็นเอกลักษณ์ ชุดฮันบกมักสวมใส่ในงานพิเศษหรือวันหยุดต่างๆ

แตกต่างจากชุดตะวันตกที่เน้นความเรียบง่าย ชุดฮันบกมีลักษณะเด่นคือเส้นสายที่พลิ้วไหวและกระโปรงที่พองฟู

ตามประเพณีแล้ว สีของชุดฮันบกจะถูกเลือกแตกต่างกันไปตามสถานะทางสังคม อายุ และฤดูกาล และการผสมผสานสีจะสะท้อนถึงบุคลิกของผู้สวมใส่และโอกาสนั้นๆ

นอกเหนือจากเครื่องแต่งกายแล้ว ชุดฮันบกยังเป็นมรดกทางวัฒนธรรมที่สำคัญซึ่งเป็นสัญลักษณ์ของประเพณีและวัฒนธรรมเกาหลี และความงดงามของมันได้รับการยอมรับไปทั่วโลก ตอนนี้ ฉัน ฮู จะบันทึกช่วงเวลาที่สวยงามของคุณในชุดฮันบกบนหน้าจอ!

เริ่มต้นบริการวัดตัวชุดฮันบกของคุณได้เลย! มีทั้งชุดฮันบกมาตรฐานและชุดฮันบกราชสำนักให้เลือกถ่ายภาพ

และโปรดบันทึกภาพลงในโทรศัพท์ของคุณผ่านคิวอาร์โค้ด ^^

*เมื่อแชร์บนโซเชียลมีเดีย เราขอขอบคุณหากคุณใส่แฮชแท็ก #WITH #HanbokFittingKIOSK","Ханбок — это традиционная корейская одежда с долгой историей и богатыми традициями.

Считающийся одним из символов корейской культуры благодаря своей неповторимой красоте и уникальному дизайну, ханбок носят преимущественно на особых мероприятиях или праздниках.

В отличие от традиционной западной одежды, он характеризуется плавными линиями и объемной юбкой.

Традиционно цвета ханбока выбираются в зависимости от социального статуса, возраста и времени года, а цветовые сочетания отражают индивидуальность владельца и повод.

Ханбок — это не просто одежда, а важное культурное наследие, символизирующее корейские традиции и культуру, и его красота признана во всем мире. Прямо сейчас я, Ху, запечатлю ваши прекрасные моменты в ханбоке на экране!

Начните примерку ханбока! Для фотосъемки доступны как стандартный ханбок, так и ханбок королевского двора.

И, пожалуйста, сохраните фотографии на свой телефон с помощью QR-кода. ^^

*При публикации в социальных сетях мы будем благодарны, если вы добавите хэштеги #WITH #HanbokFittingKIOSK.","",""
"146","SubHeader_Palace","* 검색결과를 클릭하시면 상세정보를 보실수 있어요 ","* Click a search result to see more details","* 検索結果をクリックして詳細を見る","* 点击搜索结果即可查看详细信息","Nhấp vào kết quả tìm kiếm để xem thông tin chi tiết.","Klik pada hasil pencarian untuk melihat informasi detail.","คลิกที่ผลการค้นหาเพื่อดูข้อมูลโดยละเอียด","Нажмите на результат поиска, чтобы просмотреть подробную информацию.","",""
"147","SubHeader_ToEat","* 검색결과를 클릭하시면 상세정보를 보실수 있어요 ","* Click a search result to see more details","* 検索結果をクリックして詳細を見る","* 点击搜索结果即可查看详细信息","Nhấp vào kết quả tìm kiếm để xem thông tin chi tiết.","Klik pada hasil pencarian untuk melihat informasi detail.","คลิกที่ผลการค้นหาเพื่อดูข้อมูลโดยละเอียด","Нажмите на результат поиска, чтобы просмотреть подробную информацию.","",""
"148","SubHeader_ToBuy","* 검색결과를 클릭하시면 상세정보를 보실수 있어요 ","* Click a search result to see more details","* 検索結果をクリックして詳細を見る","* 点击搜索结果即可查看详细信息","Nhấp vào kết quả tìm kiếm để xem thông tin chi tiết.","Klik pada hasil pencarian untuk melihat informasi detail.","คลิกที่ผลการค้นหาเพื่อดูข้อมูลโดยละเอียด","Нажмите на результат поиска, чтобы просмотреть подробную информацию.","",""
"148","SubHeader_ToBuy2","* 검색결과를 클릭하시면 상세정보를 보실수 있어요 ","* Click a search result to see more details","* 検索結果をクリックして詳細を見る","* 点击搜索结果即可查看详细信息","Nhấp vào kết quả tìm kiếm để xem thông tin chi tiết.","Klik pada hasil pencarian untuk melihat informasi detail.","คลิกที่ผลการค้นหาเพื่อดูข้อมูลโดยละเอียด","Нажмите на результат поиска, чтобы просмотреть подробную информацию.","",""
"149","SubHeader_ToGallery","","","","","","","","","",""
"150","SubHeader_ToHelp","* 검색결과를 클릭하시면 상세정보를 보실수 있어요 ","* Click a search result to see more details","* 検索結果をクリックして詳細を見る","* 点击搜索结果即可查看详细信息","Nhấp vào kết quả tìm kiếm để xem thông tin chi tiết.","Klik pada hasil pencarian untuk melihat informasi detail.","คลิกที่ผลการค้นหาเพื่อดูข้อมูลโดยละเอียด","Нажмите на результат поиска, чтобы просмотреть подробную информацию.","",""
"151","SubHeader_ToStay","* 검색결과를 클릭하시면 상세정보를 보실수 있어요 ","* Click a search result to see more details","* 検索結果をクリックして詳細を見る","* 点击搜索结果即可查看详细信息","Nhấp vào kết quả tìm kiếm để xem thông tin chi tiết.","Klik pada hasil pencarian untuk melihat informasi detail.","คลิกที่ผลการค้นหาเพื่อดูข้อมูลโดยละเอียด","Нажмите на результат поиска, чтобы просмотреть подробную информацию.","",""
"152","SubHeader_AISearch","","","","","","","","","",""
"153","SubHeader_AICourse","","","","","","","","","",""
"154","SubHeader_Event","* 진행중인 이벤트를 찾아보세요.","* Find events happening","*イベントを探してみてください","* 查找正在举行的活动","Tìm các sự kiện đang diễn ra.","Temukan acara yang sedang berlangsung.","ค้นหากิจกรรมที่กำลังจัดอยู่","Найдите информацию о текущих событиях.","",""
"","Event_Tab_Hwaseong","화성시","Hwaseong","華城市","华城市","Thành phố Hwaseong","Kota Hwaseong","เมืองฮวาซอง","Хвасон","",""
"","Event_Category_All","전체","All","全て","全部","Tất cả","Semua","ทั้งหมด","Все","",""
"","Event_Category_performance","공연","Performance","公演","演出","Biểu diễn","Pertunjukan","การแสดง","Выступление","",""
"","Event_Category_exibition","전시","Exhibition","展示","展览","Triển lãm","Pameran","นิทรรศการ","Выставка","",""
"","Event_Category_etc","기타","Etc","その他","其他","Khác","Lainnya","อื่นๆ","Другое","",""
"","Event_MBTI_types","[외향적, 경험적, 이성적, 계획적, 내향적, 상상적, 감성적, 즉흥적]","[Extroverted, Experiential, Rational, Planned, Introverted, Imaginative, Emotional, Spontaneous]","[外向的、経験的、理性的、計画的、内向的、想像的、感性的、即興的]","[外向、经验、理性、计划、内向、想象、感性、即兴]","[Hướng ngoại, Dựa trên kinh nghiệm, Lý trí, Có kế hoạch, Hướng nội, Giàu trí tưởng tượng, Cảm xúc, Ngẫu hứng]","[Ekstrovert, Berdasarkan Pengalaman, Rasional, Terencana, Introvert, Imajinatif, Emosional, Spontan]","[เปิดเผย, ตามประสบการณ์, ใช้เหตุผล, มีแบบแผน, เก็บตัว, ใช้จินตนาการ, ใช้อารมณ์, ตามสัญชาตญาณ]","[Экстравертный, Опирающийся на опыт, Рациональный, Планирующий, Интровертный, Обладающий воображением, Эмоциональный, Спонтанный]","",""
"","Event_MBTI_results","추천 결과 보기","View Recommendation Results","おすすめ結果を見る","查看推荐结果","Xem kết quả đề xuất","Lihat Hasil Rekomendasi","ดูผลลัพธ์ที่แนะนำ","Посмотреть результаты рекомендаций","",""
"","Event_MBTI_guide1","MBTI 성향과 취향을 반영해 화성시 이벤트를<br/> 맞춤 추천해 드립니다!","We provide customized recommendations for Hwaseong-si events<br/> reflecting your MBTI personality and tastes!","MBTIの傾向と好みを反映し、華城市のイベントを<br/> カスタマイズしておすすめします！","反映您的MBTI倾向和喜好，<br/> 为您量身推荐华城市的活动！","Chúng tôi đề xuất các sự kiện ở thành phố Hwaseong<br/> phản ánh xu hướng và sở thích MBTI của bạn!","Kami memberikan rekomendasi khusus untuk acara Kota Hwaseong<br/> yang mencerminkan kepribadian MBTI dan selera Anda!","เราขอแนะนำกิจกรรมในเมืองฮวาซอง<br/> ที่ปรับแต่งตามความชอบและประเภท MBTI ของคุณ!","Мы предлагаем индивидуальные рекомендации мероприятий в городе Хвасон,<br/> отражающие ваши предпочтения и тип MBTI!","",""
"","Event_MBTI_guide2","MBTI 4가지 유형을 전부 선택하지 않아도<br/> 나만의 추천 결과를 받아볼 수 있어요!","You can receive your own personalized recommendations<br/> even if you don't select all 4 MBTI types!","MBTIの4つのタイプをすべて選択しなくても、<br/> 自分だけのおすすめ結果を受け取ることができます！","即使不选择所有4个MBTI类型，<br/> 也能获得专属的推荐结果！","Bạn có thể nhận được kết quả đề xuất của riêng mình<br/> ngay cả khi bạn không chọn tất cả 4 loại MBTI!","Anda bisa mendapatkan hasil rekomendasi sendiri<br/> meskipun Anda tidak memilih keempat tipe MBTI!","คุณสามารถรับผลการแนะนำของคุณเองได้<br/> แม้ว่าคุณจะไม่ได้เลือก MBTI ทั้ง 4 ประเภทก็ตาม!","Вы можете получить свои собственные персональные рекомендации,<br/> даже если не выберете все 4 типа MBTI!","",""
"155","SubHeader_Exchange","환영합니다. 오늘의 환율 정보입니다. ","* Welcome. Here is today’s exchange rate","* ようこそ。本日の為替情報です","* 欢迎您。以下是今日汇率信息","Chào mừng. Dưới đây là thông tin tỷ giá hối đoái hôm nay.","Selamat datang. Berikut informasi nilai tukar hari ini.","ยินดีต้อนรับ นี่คือข้อมูลอัตราแลกเปลี่ยนประจำวันนี้","Добро пожаловать. Здесь представлена ​​информация о сегодняшнем обменном курсе.","",""
"156","SubHeader_Detail","QR을 핸드폰으로 찍으시면 길을 안내해드려요","* Scan the QR with your phone. We’ll guide you","* スマホでQRを読み取ってください。ご案内します","* 用手机扫QR码，我们导航","Quét mã QR bằng điện thoại để xem chỉ đường.","Pindai kode QR dengan ponsel Anda untuk mendapatkan petunjuk arah.","สแกนคิวอาร์โค้ดด้วยโทรศัพท์ของคุณเพื่อดูเส้นทาง","Отсканируйте QR-код телефоном, чтобы получить указания.","",""
"157","SubHeader_Detail_Event","QR코드로 이벤트의 상세정보를 확인하세요","* Scan the QR code for event details","* QRコードでイベントの詳細を確認してください","* 扫描二维码查看活动详情","Kiểm tra thông tin chi tiết sự kiện qua mã QR.","Cek detail acara melalui kode QR.","ตรวจสอบรายละเอียดกิจกรรมผ่านรหัส QR","Подробную информацию о мероприятии можно проверить с помощью QR-кода.","",""
"159","SubHeader_Transport","","","","","","","","","",""
"159","SubHeader_TaxFree","*TaxFree 리펀드 기능을 통해 공항하는 업무를 줄여 드립니다. 
  상점에서 받은 영수증을 준비하시고 언어를 선택해보세요 ","*The Tax-Free refund reduces what you need to do at the airport.
  Prepare your receipt and choose your language.","*TaxFree返金で空港手続き이 줄어요。
  レシートを用意して言語を選んでください。","*TaxFree退税功能可以减少您在机场办理的手续。
  请准备好商店给您的收据，并选择语言","Chúng tôi giúp giảm bớt khối lượng công việc của bạn với tính năng hoàn thuế miễn thuế.

Vui lòng chuẩn bị hóa đơn từ cửa hàng và chọn ngôn ngữ của bạn.","Kami membantu mengurangi beban kerja Anda dengan fitur pengembalian pajak bebas pajak.

Silakan siapkan struk pembelian dari toko dan pilih bahasa Anda.","เราช่วยลดภาระงานของคุณด้วยฟีเจอร์การขอคืนภาษี TaxFree

โปรดเตรียมใบเสร็จรับเงินจากร้านค้าและเลือกภาษาของคุณ","Функция возврата налогов TaxFree поможет вам снизить нагрузку.

Пожалуйста, подготовьте чек из магазина и выберите язык.","",""
"1599","SubHeader_ServiceArea","전국 휴게소 정보","National Rest Area Information","全国サービスエリア情報","全国休息站信息","Thông tin về khu vực nghỉ ngơi trên toàn quốc","Informasi Area Istirahat Nasional","ข้อมูลจุดพักรถทั่วประเทศ","Информация о зонах отдыха по всей стране","",""
"1598","SubHeader_TraditionalMarket","전국 전통시장 정보","National Traditional Market Information","全国伝統市場情報","全国传统市场信息","Thông tin về thị trường truyền thống quốc gia","Informasi Pasar Tradisional Nasional","ข้อมูลตลาดดั้งเดิมระดับชาติ","Национальная традиционная рыночная информация","",""
"1597","SubHeader_TrafficInfo","도로교통상황 정보","Road Traffic Information","道路交通状況情報","道路交通状况信息","Thông tin về tình trạng giao thông đường bộ","Informasi kondisi lalu lintas jalan","ข้อมูลสภาพการจราจรบนถนน","Информация о дорожной обстановке","",""
"1599","SubHeader_SAMap","화성유게소에 오신걸 환영합니다. 지도를 보고 찾아가세요 ","Welcome! Please check the map to find your way.","ちずを みて さがして みて ください。","欢迎来到华城休息站！请查看地图寻找路线。","Chào mừng đến với Hwaseong Yugeso. Vui lòng sử dụng bản đồ để tìm đường.","Selamat datang di Hwaseong Yugeso. Silakan gunakan peta untuk menemukan jalan Anda.","ยินดีต้อนรับสู่ฮวาซอง ยูเกโซ โปรดใช้แผนที่เพื่อหาทางไป","Добро пожаловать в Хвасон Югесо. Пожалуйста, воспользуйтесь картой, чтобы найти дорогу.","",""
"160","AI_SubmitButton","휴'에게 추천받기","Get recommendations from Hue","ひゅーに おすすめして もらう","获取Hue的推荐","Nhận lời giới thiệu từ Hugh","Dapatkan rekomendasi dari Hugh","ขอคำแนะนำจากฮิวจ์","Получите рекомендацию от Хью.","",""
"161","AI_CourseContent_1","맞춤 코스가 준비되었어요!","•  A personalized course is ready for you!","•  あなただけのカスタムコースが準備できました！","•  为你定制的专属路线已经准备好了！","Khóa học được thiết kế riêng đã sẵn sàng!","Kursus yang disesuaikan sudah siap!","หลักสูตรที่ปรับแต่งเฉพาะบุคคลพร้อมแล้ว!","Индивидуальный курс готов!","",""
"162","AI_CourseContent_2","맞춤 코스에 따라 오색 시장을 즐겨보세요.","Enjoy Osaek Market with your personalized course","あなた専用のコースに沿ってオセク市場を楽しんでみてください","按照为你定制的路线，尽情畅游五色市场吧！","Hãy tận hưởng Chợ Osaek theo lộ trình được thiết kế riêng cho bạn.","Nikmati Pasar Osaek sesuai dengan rencana perjalanan yang telah Anda pilih.","เพลิดเพลินไปกับตลาดโอซาเอกตามเส้นทางที่คุณกำหนดเอง","Насладитесь посещением рынка Осаек в соответствии с выбранным вами маршрутом.","",""
"163","Search_NoContent","콘텐츠 없음","No matching results","コンテンツがありません","暂无内容","Không có nội dung","Tidak ada konten","ไม่มีเนื้อหา","Нет контента","",""
"167","Taxfree_Apply","세금 환급 신청","Tax-Free","免税申請","申请退税","đơn xin hoàn thuế","permohonan pengembalian pajak","คำขอคืนภาษี","заявление на возврат налога","",""
"168","Taxfree_Introduce","텍스프리 소개","About Tax-Free","免税サービス案内","免税服务介绍","Giới thiệu về chương trình Miễn thuế","Pengantar Bebas Pajak","บทนำสู่การปลอดภาษี","Введение в систему TaxFree","",""
"169","Taxfree_Enroll","텍스프리 가맹점 신청","Apply Tax-Free","免税加盟店申請","申请免税加盟店","Đơn đăng ký thương gia miễn thuế","Aplikasi Pedagang Bebas Pajak","ใบสมัครผู้ค้าปลอดภาษี","Приложение для торговых предприятий, освобожденных от налогов","",""
"170","Province_1","서울","Seoul","そうる","首尔","Seoul","Seoul","โซล","Сеул","",""
"171","Province_2","경기도","Gyeonggi-do","きょんぎど","京畿道","gyeonggi-do","Kota Gyeonggi","จังหวัดคยองกี","провинция Кёнгидо","",""
"172","Province_3","인천","Incheon","いんちょん","仁川","Incheon","Incheon","อินชอน","Инчхон","",""
"173","Province_4","강원도","Gangwon-do","かんうぉんど","江原道","Gangwon-do","Gangwon-do","คังวอนโด","Канвондо","",""
"174","Province_5","충청남도","Chungcheongnam-do","ちゅんちょんなむど","忠清南道","Chungcheongnam-do","Chungcheongnam-do","ชุงชองนัมโด","Чхунчхоннамдо","",""
"175","Province_6","세종","Sejong","せじょん","世宗","Sejong","Sejong","เซจง","Седжон","",""
"176","Province_7","대전","Daejeon","てじょん","大田","điện khí hóa","elektrifikasi","การใช้ไฟฟ้า","электрификация","",""
"177","Province_8","충청북도","Chungcheongbuk-do","ちゅんちょんぶくど","忠清北道","Chungcheongbuk-do","Chungcheongbuk-do","ชุงชองบุกโด","Чхунчхонбукдо","",""
"178","Province_9","경상북도","Gyeongsangbuk-do","きょんさんぶくど","庆尚北道","Tỉnh Bắc Gyeongsang","Provinsi Gyeongsang Utara","จังหวัดคยองซังเหนือ","Провинция Северный Кёнсан","",""
"179","Province_10","대구","Daegu","てぐ","大邱","daegu","daegu","แทกู","даэгу","",""
"180","Province_11","전라북도","Jeollabuk-do","ちょるらぶくど","全罗北道","Jeollabuk-do","Jeollabuk-do","ชอลลาบุกโด","Чоллабукдо","",""
"","Province_12","전주","Jeonju","全州","全州","Jeonju","Jeonju","จอนจู","Чонджу","",""
"181","Province_13","전라남도","Jeollanam-do","ちょるらなむど","全罗南道","Jeollanam-do","Jeollanam-do","ชอลลานัมโด","Чолланамдо","",""
"182","Province_14","광주","Gwangju","くぁんじゅ","光州","gwangju","gwangju","กวางจู","Кванджу","",""
"183","Province_15","경상남도","Gyeongsangnam-do","きょんさんなむど","庆尚南道","Gyeongsangnam-do","Kota Gyeongsangnam","จังหวัดคยองซังนัมโด","Кёнсаннамдо","",""
"184","Province_16","부산","Busan","ぷさん","釜山","Busan","Busan","ปูซาน","Пусан","",""
"185","Province_17","울산","Ulsan","うるさん","蔚山","Ulsan","Ulsan","อุลซาน","Ульсан","",""
"186","Province_18","제주도","Jeju-do","ちぇじゅど","济州岛","đảo Jeju","Pulau Jeju","เกาะเชจู","остров Чеджу","",""
"187","SmartTour_RecommendContentShowMore","더보기","See more","もっと みる","查看更多","xem thêm","lihat selengkapnya","ดูเพิ่มเติม","смотрите больше","",""
"188","SmartTour_RecommendContent","추천 관광명소","Recommended Tourist Attractions","おすすめ観光スポット","推荐旅游景点","Các điểm tham quan du lịch được đề xuất","Objek wisata yang direkomendasikan","สถานที่ท่องเที่ยวแนะนำ","Рекомендуемые туристические достопримечательности","",""
