"운영팀> 2번 모니터> 유니티 프로그램 내용 Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Команда управления > Монитор 2 > Содержание программы Unity Russian","Indonesian","Description","구분(위치)"
"","Event_Category_exibition","전시","Exhibition","展示","展览","Triển lãm","นิทรรศการ","Выставка","Pameran","",""
"","Event_Category_etc","기타","Etc","その他","其他","Khác","อื่นๆ","Другое","Lainnya","",""
"147","SubHeader_Exchange","* 인사동에 오신걸 환영합니다. 오늘의 환율 정보입니다. ","* Welcome. Here is today’s exchange rate","* ようこそ。本日の為替情報です","* 欢迎您。以下是今日汇率信息","Chào mừng đến Insadong. Tỷ giá hôm nay.","ยินดีต้อนรับสู่อินซาดง ข้อมูลอัตราแลกเปลี่ยนวันนี้ค่ะ","* Добро пожаловать в Инсадон. Вот информация о сегодняшнем курсе валют.","Selamat datang di Insadong. Info kurs hari ini.","",""
"148","SubHeader_Detail","* QR을 핸드폰으로 찍으시면 길을 안내해드려요","* Scan the QR with your phone. We’ll guide you","* スマホでQRを読み取ってください。ご案内します","* 用手机扫QR码，我们导航","Quét QR để được chỉ đường.","สแกน QR เพื่อดูเส้นทางค่ะ","* Отсканируйте QR-код телефоном, и мы укажем вам дорогу.","Scan QR untuk panduan jalan.","",""
"149","SubHeader_Detail_Event","* QR코드로 이벤트의 상세정보를 확인하세요","* Scan the QR code for event details","* QRコードでイベントの詳細を確認してください","* 扫描二维码查看活动详情","Quét QR xem chi tiết sự kiện.","สแกน QR เพื่อดูรายละเอียดค่ะ","* Отсканируйте QR-код, чтобы узнать подробности о мероприятии.","Scan QR untuk detail acara.","",""
"150","SubHeader_Detail_Mission","* 미션","Mission Subheader","ミッションサブヘッダー","任务副标题","","","* Подзаголовок миссии","","",""
"150","SubHeader_TaxFree","*TaxFree 리펀드 기능을 통해 공항하는 업무를 줄여 드립니다. 
  상점에서 받은 영수증을 준비하시고 언어를 선택해보세요  ","*The Tax-Free refund reduces what you need to do at the airport.
  Prepare your receipt and choose your language.","*TaxFree返金で空港手続きが簡素化されます。レシートを用意して言語を選択してください。","*TaxFree退税功能可以减少您在机场办理的手续。
  请准备好商店给您的收据，并选择语言","Hoàn thuế nhanh, giảm thủ tục tại sân bay.
Hãy chuẩn bị hóa đơn và chọn ngôn ngữ.","ลดขั้นตอนที่สนามบินด้วยการคืนภาษี
เตรียมใบเสร็จให้พร้อมแล้วเลือกภาษาค่ะ","* Функция возврата налога Tax-Free сэкономит ваше время в аэропорту.\n Пожалуйста, подготовьте чек, полученный в магазине, и выберите язык.","Refund TaxFree kurangi antrean bandara.
Siapkan struk toko dan pilih bahasa Anda.","",""
"155","Search_NoContent","* 검색하신 단어는 해당 장소나 업체가 존재하지 않습니다. ","No places or businesses match your search.","検索した単語に該当する場所や店舗はありません。","您搜索的词条没有对应的地点或商户。","Không tìm thấy địa điểm hoặc cửa hàng.","ไม่พบสถานที่หรือร้านค้าที่ค้นหาค่ะ","* По вашему запросу такое место или компания не существуют.","Tempat atau toko tidak ditemukan.","",""
"156","ToStayOnlySubTitle","* 인사동에는 다양한 종류의 숙박이 가능합니다. ","* Various types of accommodation are available.","* インサドンでは多様な宿泊が可能です。","* 在仁寺洞可以选择多种住宿方式。","Có nhiều loại chỗ ở tại Insadong.","มีที่พักหลากหลายประเภทในอินซาดงค่ะ","* В Инсадоне доступны различные виды размещения.","Tersedia berbagai jenis penginapan di Insadong.","인사동숙박 ",""
"157","ToStayOnlySubTitle2","* 아래 리스트를 클릭하시면 상세한 정보를 얻을 수 있어요 ","* Click the list below for details.","* 下のリストをクリックすると詳細情報が見られます。","* 点击下方列表即可查看详细信息。","Nhấn vào danh sách dưới đây để xem thông tin chi tiết.","คลิกที่รายการด้านล่างเพื่อดูข้อมูลเพิ่มเติมค่ะ","* Нажмите на список ниже, чтобы получить подробную информацию.","Klik daftar di bawah ini untuk info lebih detail.","",""
"158","Photo_Goods","굿즈제작","Creating Goods","グッズ作り","制作商品","Tạo đồ lưu niệm","ทำสินค้าที่ระลึก","Изготовление сувениров","Buat Souvenir","AR사진촬영",""
"159","Header_KoreaMap","전국지도","KoreaMap","KoreaMap","KoreaMap","Bản đồ toàn quốc","แผนที่ทั่วประเทศ","Карта всей страны","Peta Nasional","",""
"160","SubHeader_KoreaMap","지역을 선택해 주세요.","Please select a region.","地域を選択してください。","请选择地区。","Vui lòng chọn khu vực.","กรุณาเลือกพื้นที่ค่ะ","Пожалуйста, выберите регион.","Silakan pilih wilayah.","",""
"161","SubHeader_Attraction","* 관광명소","* Tourist Attractions","* 観光名所","* 旅游景点","Điểm tham quan","สถานที่ท่องเที่ยว","Достопримечательности","Objek Wisata","관광명소 ",""
"162","SubHeader_TraditionalMarket","* 전통시장","* Traditional Markets","* 伝統市場","* 传统市场","Chợ truyền thống","ตลาดพื้นเมือง","Традиционные рынки","Pasar Tradisional","전통시장",""
"163","Palace_History","역사","History","歴史","历史","Lịch sử","ประวัติ","История","Sejarah","",""
"164","Palace_Attraction","볼거리","Attractions","見どころ","看点","Điểm tham quan","สิ่งที่น่าสนใจ","Что посмотреть","Tempat Menarik","",""
"165","Palace_OpeningTime","영업시간","Business Hours","営業時間","营业时间","Giờ mở cửa","เวลาทำการ","Часы работы","Jam Operasional","",""
"166","Palace_Fee","입장료","Admission Fee","入場料","门票","Phí vào cửa","ค่าเข้าชม","Входная плата","Biaya Masuk","",""
"167","Taxfree_Apply","세금 환급 신청","Tax-Free","免税申請","申请退税","Hoàn thuế","ขอคืนภาษี","Заявка на возврат налога","Pengajuan Refund Pajak","",""
"168","Taxfree_Introduce","텍스프리 소개","About Tax-Free","免税サービス案内","免税服务介绍","Giới thiệu Tax Free","แนะนำแท็กซ์ฟรี (Tax Free)","О системе Tax-Free","Panduan Tax Free","",""
"169","Taxfree_Enroll","가맹점 신청","Apply Tax-Free","免税加盟店申請","申请免税加盟店","Đăng ký cửa hàng ","สมัครร้านค้าสมาชิก","Регистрация торговой точки","Pendaftaran Merchant","",""
"170","Province_1","서울","Seoul","そうる","首尔","Seoul","Seoul","Сеул","Seoul","",""
"171","Province_2","경기도","Gyeonggi","きょんぎど","京畿道","gyeonggi-do","Kota Gyeonggi","Кёнгидо","Gyeonggi-do","",""
"172","Province_3","인천","Incheon","いんちょん","仁川","Incheon","Incheon","Инчхон","Incheon","",""
"173","Province_4","강원도","Gangwon","かんうぉんど","江原道","Gangwon-do","Gangwon-do","Канвондо","Gangwon-do","",""
"174","Province_5","충청남도","Chungcheongnam","ちゅんちょんなむど","忠清南道","Chungcheongnam-do","Chungcheongnam-do","Чхунчхоннамдо","Chungcheongnam-do","",""
"175","Province_6","세종","Sejong","せじょん","世宗","Sejong","Sejong","Седжон","Sejong","",""
"176","Province_7","대전","Daejeon","てじょん","大田","Daejeon","Daejeon","Тэджон","Daejeon","",""
"177","Province_8","충청북도","Chungcheongbuk","ちゅんちょんぶくど","忠清北道","Chungcheongbuk-do","Chungcheongbuk-do","Чхунчхонбукдо","Chungcheongbuk-do","",""
"178","Province_9","경상북도","Gyeongsangbuk","きょんさんぶくど","庆尚北道","Tỉnh Bắc Gyeongsang","Provinsi Gyeongsang Utara","Кёнсанбукдо","Gyeongsangbuk-do","",""
"179","Province_10","대구","Daegu","てぐ","大邱","daegu","daegu","Тэгу","Daegu","",""
"180","Province_11","전라북도","Jeollabuk","ちょるらぶくど","全罗北道","Jeollabuk-do","Jeollabuk-do","Чоллабукдо","Jeollabuk-do","",""
"","Province_12","전주","","","","Jeonju","Jeonju","Чонджу","Jeonju","",""
"181","Province_13","전라남도","Jeollanam","ちょるらなむど","全罗南道","Jeollanam-do","Jeollanam-do","Чолланамдо","Jeollanam-do","",""
"182","Province_14","광주","Gwangju","くぁんじゅ","光州","gwangju","gwangju","Кванджу","Gwangju","",""
"183","Province_15","경상남도","Gyeongsangnam","きょんさんなむど","庆尚南道","Gyeongsangnam-do","Kota Gyeongsangnam","Кёнсаннамдо","Gyeongsangnam-do","",""
"184","Province_16","부산","Busan","ぷさん","釜山","Busan","Busan","Пусан","Busan","",""
"185","Province_17","울산","Ulsan","うるさん","蔚山","Ulsan","Ulsan","Ульсан","Ulsan","",""
"186","Province_18","제주도","Jeju-do","ちぇじゅど","济州岛","đảo Jeju","Pulau Jeju","Чеджудо","Pulau Jeju","",""
"187","Photo_ResultSubHeader","사진 촬영 결과물을 통해 나만의 굿즈를 만들어 보세요 ","Make your own photo merch.","写真で自分だけのグッズ作り。","用照片定制专属周边。","Tạo ra các sản phẩm mang thương hiệu riêng của bạn bằng cách sử dụng kết quả buổi chụp ảnh.","สร้างสินค้าของคุณเองโดยใช้ผลลัพธ์จากการถ่ายภาพ","Создайте собственную продукцию, используя результаты вашей фотосессии.","Buat merchandise Anda sendiri menggunakan hasil pemotretan Anda.","",""
"189","SmartTour_RecommendContentShowMore","더보기","More","もっと見る","查看更多","Xem thêm","ดูเพิ่มเติม","Подробнее","Lihat Lebih Lanjut","",""
"1900","MainButton_Promotion","취사병 전설이 되다","The Legend of a Cook","炊事兵、伝説になる","炊事兵成为传说","Đầu Bếp Huyền Thoại","ตำนานพลทหารทำอาหาร","Легенда о поваре","The Legend of a Cook","",""
"190","Header_Promotion","티빙 오리지널 취사병 전설이 되다","TVING Original The Legend of a Cook","TVINGオリジナル 炊事兵、伝説になる","TVING原创 炊事兵成为传说","TVING Original Đầu Bếp Huyền Thoại","TVING Original ตำนานพลทหารทำอาหาร","Оригинальный сериал TVING Легенда о поваре","TVING Original The Legend of a Cook","",""
"191","SubHeader_Promotion","이벤트에 참가 해보세요.","Please participate in the event.","イベントに参加してみてください。","请参加活动。","Hãy tham gia sự kiện.","เข้าร่วมกิจกรรม","Пожалуйста, примите участие в мероприятии.","Silakan ikuti acara ini.","",""
"192","Promotion_Introduce","> 이벤트 소개 <","> Event Introduction <","> イベント紹介 <","> 活动介绍 <","> Giới thiệu sự kiện <","> แนะนำกิจกรรม <","> Описание мероприятия <","> Pengenalan Acara <","",""
"193","Promotion_Participate","> 이벤트 참여 <","> Participate in Event <","> イベント参加 <","> 参与活动 <","> Tham gia sự kiện <","> เข้าร่วมกิจกรรม <","> Участие в мероприятии <","> Ikut Acara <","",""
"194","Promotion_Reward","> 이벤트 상품 <","> Event Prizes <","> イベント商品 <","> 活动奖品 <","> Phần thưởng sự kiện <","> รางวัลกิจกรรม <","> Призы мероприятия <","> Hadiah Acara <","",""
