"데이터=전국시장 넘버 Num 1)서울시","사진여부  ","시장이름 MarketName ","MarketNameEN ","MarketNameJp ","MarketNameCn ","BaseCategory 지역1 Province_kr ","Province_en ","Province_jp ","Province_cn ","SecondCategory District_kr ","District_en ","District_jp ","District_cn ","Address 주소 Address_kr ","Address_en ","Address_jp ","Address_cn ","HasfTag 해시태그 HashTag_kr ","HashTag_en ","HashTag_jp ","HashTag_cn ","Description 설명 Description_kr ","Description_en ","Description_jp ","Description_cn ","OpenTime 운영시간 OpenTime ","OpenTime_En ","OpenTime_Jp ","OpenTime_Ch ","전화번호 Tel ","네이버링크 NaverLink "
"2","","시화공구상가","Sihwa Tool Arcade","シファ工具商店街","Sihwa 工具商街","경기도","Gyeonggi-do","京畿道","京畿道","시흥시","Siheung City","シフン市","始兴市","경기도 시흥시 공단1대로 204","Gyeonggi-do, Siheung-si, Gongdan 1-daero 204","京畿道 始興市 コンダン1大路 204","京畿道 始兴市 공단1大道 204","#공구단지, #산업용품, #원스톱조달, #대량구매, #기업거래, #주차·안내","#tool_complex, #industrial_supplies, #one-stop_sourcing, #bulk_purchase, #corporate_deals, #parking/info","#工具集積, #産業用品, #ワンストップ調達, #まとめ買い, #企業取引, #駐車・案内","#工具集群, #工业用品, #一站式采购, #批量采购, #企业交易, #停车/指引","국내 최대급 공구·산업용품 유통단지로 다양한 공구, 기계부품, 안전장비를 원스톱으로 조달할 수 있습니다. 시화공단 수요를 기반으로 대량 구매 및 기업 간 거래에 최적화되어 있습니다. 방문객 편의를 위한 주차·안내 인프라도 갖추고 있습니다. 평일 주간 영업이 일반적이며 점포별로 차이가 있습니다.","One of the biggest tool and industrial supply clusters in the area, covering hand tools, power tools, machine parts, and safety gear. The layout allows quick comparison across many specialist shops. It’s optimized for corporate and site needs, so weekday daytime hours are most common. Some stores offer order-ahead and parts matching.","工具・産業用品の大型集積地で、手工具・電動工具・機械部品・安全用品まで幅広く網羅。専門店が隣接し、比較購入しやすい動線です。企業・現場向けの需要が中心のため、平日日中の営業が主流。取り寄せやパーツ照合に対応する店舗もあります。","本地区规模较大的工具与工业用品集群，涵盖手动/电动工具、机加部件与安防用品。专业店相邻分布，便于对比选购。以企业与工地需求为主，平日日间营业为常态。部分店铺支持预订与配件匹配。","매장별 상이; 평일 일반적으로 08:00–18:00","Varies by shop; weekdays typically 08:00–18:00","店舗により異なる（平日：通常 08:00–18:00）","各店不同；工作日通常 08:00–18:00","",""
"3","","통복시장","Tongbok Market","トンボク市場","通福市场","경기도","Gyeonggi-do","京畿道","京畿道","평택시","Pyeongtaek City","ピョンテク市","平泽市","경기도 평택시 통복시장로25번길 10","Gyeonggi-do, Pyeongtaek-si, Tongbok-sijang-ro 25-beon-gil 10","京畿道 平沢市 トンボクシジャン路25番ギル 10","京畿道 平泽市 통복시장路25号街 10","#상설시장, #원도심, #먹거리골목, #생활잡화, #5일장, #24시간공간","#permanent_market, #old_downtown, #food_alleys, #daily_goods, #5-day_fair, #24h_space","#常設市場, #旧市街, #グルメ路地, #生活雑貨, #五日市, #24時間空間","#常设市场, #老城区, #美食巷, #生活杂货, #五日集, #24小时空间","평택역 인근 원도심을 대표하는 상설 전통시장으로 음식, 생활잡화, 농수산물 등 상권이 넓습니다. 골목마다 특색 있는 먹거리가 많고 배달·편의시설도 잘 갖춰져 있습니다. 전통 5일장도 병행되어 날마다 다른 활기를 느낄 수 있습니다. 시장 공간은 24시간 열려 있으나 개별 점포 운영시간은 상이합니다. ","A long-standing traditional market near Pyeongtaek Station with food stalls, daily essentials, and fresh produce. Side lanes are known for casual local eats and late activity. On designated days, pop-up vendors add to the bustle. Because shops are independent, opening times differ by category and day.","平沢駅近くの老舗伝統市場で、食事・日用品・青果・鮮魚などが揃います。路地には手軽なローカルフードが多く、遅い時間まで人通りが続くことも。指定日には露店が増え、さらに活気が出ます。各店舗の営業時間は業種・曜日によって大きく異なります。","位于平泽站一带的老牌传统市场，兼具餐饮、小吃、生鲜与日用百货。巷弄小吃颇具人气，夜间也较热闹。特定日子还有临时摊位与活动增色。因店家独立经营，开门与打烊时间不尽相同。","시장 구역은 24시간 개방; 개별 매장 시간 상이","Market area open 24h; individual shops vary","市場エリアは24時間開放；各店舗の営業時間は異なる","市场区域 24 小时开放；各店时间不同","031-658-0489","https://naver.me/xJimLGhp"
"4","","남양시장","Namyang Market","ナミャン市場","南阳市场","경기도","Gyeonggi-do","京畿道","京畿道","화성시","Hwaseong City","ファソン市","华城市","경기도 화성시 남양읍 남양시장로 61일원","Gyeonggi-do, Hwaseong-si, Namyang-eup, Namyang-sijang-ro 61, Ilwon","京畿道 華城市 ナミャン邑 ナミャンシジャン路 61（一円）","京畿道 华城市 南阳邑 남양시장路 61（一区域）","#생활밀착, #늦은영업, #먹거리, #장보기, #공영주차, #접근성","#neighborhood_market, #late_hours, #eats, #grocery_shopping, #public_parking, #access","#生活密着, #夜遅くまで, #食べ物, #日常買い, #公共駐車場, #アクセス","#生活型, #营业至深夜, #小吃, #日常采买, #公共停车, #交通便捷","화성시 남양읍 중심의 생활밀착형 전통시장으로 새벽까지 이어지는 늦은 영업이 특징입니다. 콩나물국밥, 활어회 등 먹거리와 일상장보기가 공존합니다. 주변 공영주차 등 접근성도 개선되고 있습니다. 점포별 휴무·시간은 상이합니다.","A neighborhood-centric market in Namyang-eup where late-night dining and grocery hours are common. You’ll find seafood, produce, and comfort foods alongside everyday goods. Access and parking have improved in recent years. Expect different hours and rest days by stall.","南陽邑の生活密着型市場で、深夜帯の飲食・食材販売が比較的多いのが特徴。鮮魚や農産物、気軽な食事と日用品が共存します。駐車場・アクセス環境も改善が進行。店舗ごとに定休日・営業時間が異なります。","南阳邑的生活型市场，深夜餐饮与买菜时段较常见。海鲜、蔬果与家常美食并存，满足日常采买。停车与到达性近年持续改善。各摊位休息日与营业时间请以现场为准。","보통 10:00–24:00; 매장별 상이","Typically 10:00–24:00; varies by shop","通常 10:00–24:00；店舗により異なる","通常 10:00–24:00；各店不同","031-366-9910","https://naver.me/F1rYjZMN"
"5","","용인중앙시장","Yongin Jungang (Central) Market","ヨンイン中央市場","龙仁中央市场","경기도","Gyeonggi-do","京畿道","京畿道","용인시","Yongin City","ヨンイン市","龙仁市","경기도 용인시 처인구 금령로107번길 13","Gyeonggi-do, Yongin-si, Cheoin-gu, Geumnyeong-ro 107-beon-gil 13","京畿道 龍仁市 チョイン区 クムニョン路107番ギル 13","京畿道 龙仁市 处仁区 금령路107号街 13","#60년역사, #특화골목, #장날, #문화행사, #먹거리·살거리, #저녁영업","#60-year_history, #themed_alleys, #market_days, #cultural_events, #food_&_goods, #evening_hours","#60年の歴史, #テーマ小路, #市日, #文化イベント, #食と買物, #夜営業","#60年历史, #主题巷, #集市日, #文化活动, #吃与购, #夜间营业","60년 역사를 지닌 용인 대표 전통시장으로, 떡·순대·잡화 등 특화 골목이 발달했습니다. 접근성이 좋고 지역문화 행사와 장날(매월 5·10·15·20·25·30일) 운영으로 볼거리도 풍부합니다. 먹거리·살거리·볼거리가 한데 어우러진 복합형 시장입니다. 일반 영업시간은 저녁까지 운영하는 점포가 많습니다.","A 60-year landmark market with themed alleys for snacks, rice cakes, and daily goods. It hosts periodic cultural events and traditional “5-day” market days. The mix of food, shopping, and street life makes it popular with locals. Many stalls keep evening hours, but schedules differ.","60 年の歴史をもつ龍仁の代表的市場。餅・惣菜・日用品の小路が発達し、文化イベントや「5日市」も開催されます。食べる・買う・見るが一体化した賑わいが魅力。夜まで営業する店が多い一方、店ごとの時刻は異なります。","拥有约 60 年历史的龙仁代表性市场，米糕小吃与日用品巷弄分区明显。不定期举办文化活动，并配合“逢五集市”。吃、逛、买一体的街市氛围浓厚。多数摊位营业到夜间，但时间各异。","대체로 10:00–22:00; 매장별 상이","Generally 10:00–22:00; varies by shop","一般的に 10:00–22:00；店舗により異なる","一般为 10:00–22:00；各店不同","031-336-1110","https://naver.me/GWe2xTQO"
"6","","조암시장","Joam Market","チョアム市場","Joam 市场","경기도","Gyeonggi-do","京畿道","京畿道","화성시","Hwaseong City","ファソン市","华城市","경기도 화성시 우정읍 조암남로 8","Gyeonggi-do, Hwaseong-si, Ujeong-eup, Joamnam-ro 8","京畿道 華城市 ウジョン邑 ジョアムナム路 8","京畿道 华城市 牛井邑 조암남路 8","#바다·농촌연계, #수산·농산물, #상설+5일장, #계절특산, #주차확충, #가족장보기","#sea–farm_linkage, #seafood_&_produce, #permanent+5-day, #seasonal_specialties, #parking_expansion, #family_shopping","#海と農の連携, #鮮魚・農産, #常設+五日市, #季節の特産, #駐車拡充, #家族買い","#海陆联动, #海鲜与农产, #常设+五日集, #时令特产, #停车扩充, #亲子采买","서해안 어획물과 인근 농산물이 만나는 바다·농촌 연계형 전통시장입니다. 상설시장과 함께 5일장을 병행해 계절별 특산물이 풍성합니다. 최근 공영주차장 확충 등으로 접근성이 향상되었습니다. 가족 단위 장보기에도 좋은 규모입니다. ","A coastal-inland market linking nearby fisheries and farms, so seasonal specialties are a highlight. It combines a permanent market with periodic 5-day fairs. Parking and access have been upgraded, making family visits easier. Hours vary with product type and season.","近隣の水産・農産物流通をつなぐ沿岸・内陸連携型の市場で、季節の特産が豊富。常設市場と「5日市」を併用しています。駐車・動線が整備され家族での買い物にも便利。品目や季節により営業時間は変動します。","临海与内陆产地联动的传统市场，时令特产丰富。常设市场与“逢五集市”并行运营。近年停车与引导设施升级，适合家庭采买。营业时段随品类与季节有所变化。","대체로 09:00–20:00; 매장별 상이","Generally 09:00–20:00; varies by shop","一般的に 09:00–20:00；店舗により異なる","一般为 09:00–20:00；各店不同","031-351-8009","https://naver.me/5N1ErqsZ"
"7","","안양중앙인정시장","Anyang Jungang Injeong Market","アニャン中央認定市場","安养中央认证市场","경기도","Gyeonggi-do","京畿道","京畿道","안양시","Anyang City","アニャン市","安养市","경기도 안양시 만안구 냉천로185번길 8","Gyeonggi-do, Anyang-si, Manan-gu, Naengcheon-ro 185-beon-gil 8","京畿道 安養市 マナン区 ネンチョン路185番ギル 8","京畿道 安养市 万安区 냉천路185号街 8","#핵심상권, #600여점포, #먹거리·의류, #야시장·행사, #야간활기, #다양한영업","#core_district, #600+shops, #food&_apparel, #night_events, #evening_buzz, #varied_hours","#中心商圏, #600店超, #飲食・衣料, #夜市/イベント, #夜の活気, #多様な営業時間","#核心商圈, #600+店, #餐饮服饰, #夜市活动, #夜间人气, #营业多样","안양 원도심 핵심 상권으로 600여 점포가 밀집해 먹거리·의류·생활용품을 폭넓게 다룹니다. 야시장·행사 등으로 야간에도 활기가 이어집니다. 안양시 공식 안내로 시장 규모와 편의시설을 확인할 수 있습니다. 점포 성격에 따라 이른 아침부터 늦은 밤까지 다양하게 운영됩니다.","A dense downtown market zone in Anyang with several hundred stalls for food, apparel, and household items. Evening promotions and occasional night events keep it lively. Facilities and wayfinding cater to everyday shoppers. Hours run from early morning to late night depending on the lane.","安養の旧市街中心に広がる市場群で、食・衣料・生活雑貨の数百店舗が集積。夜市や催しで夜間も活気があります。買い物導線や設備が日常利用に配慮。通り・小路ごとに営業時間が大きく異なる点にご留意ください。","安养老城区核心市场群，数百家摊铺涵盖餐饮、服饰与日用品。夜间活动与促销让晚间也颇为热闹。动线与设施贴近日常购物需求。各条巷道与店家作息差异较大。","보통 07:00–23:00; 매장별 상이","Typically 07:00–23:00; varies by shop","通常 07:00–23:00；店舗により異なる","通常 07:00–23:00；各店不同","031-447-9961","https://naver.me/GhbrMvhh"
"8","","안산시시민시장","Ansan Citizen Market","アンサン市民市場","安山市民市场","경기도","Gyeonggi-do","京畿道","京畿道","안산시","Ansan City","アンサン市","安山市","경기도 안산시 단원구 화랑로 149","Gyeonggi-do, Ansan-si, Danwon-gu, Hwarang-ro 149","京畿道 安山市 ダンウォン区 ファラン路 149","京畿道 安山市 檀园区 화랑路 149","#대표재래시장, #상설+5일장, #대형주차, #식자재, #도보접근, #명시시간","#flagship_market, #permanent+5-day, #large_parking, #groceries, #walkable_access, #posted_hours","#代表市場, #常設+五日市, #大型駐車, #食材, #徒歩アクセス, #営業時間明記","#代表性市场, #常设+五日集, #大型停车, #食材, #步行可达, #公示时间","안산 단원구의 대표 재래시장으로 상설시장과 5일장을 함께 운영합니다. 대형 주차장을 갖춰 장보기 접근성이 좋고, 생활·식자재 전 품목을 폭넓게 취급합니다. 초지역에서 도보 접근도 가능합니다. 공식 시 안내에 영업시간이 명시되어 있습니다.","A representative market in Danwon-gu that blends a permanent arcade with designated market days. It’s car-friendly with large parking and easy access to staples and fresh foods. The location also works for commuters. Specific shop hours differ by category.","檀園区を代表する市場で、常設と「5日市」を併用。大型駐車場を備え、食材・生活必需品の調達がしやすい立地です。通勤導線からのアクセスも良好。各店舗の営業時間は品目により差があります。","檀园区的代表性市场，常设档口与“逢日集市”并行。配有大型停车场，食材与生活用品一站购齐。通勤人群到达也方便。具体营业时间依品类而异。","06:00–22:00; 매장별 상이","06:00–22:00; varies by shop","06:00–22:00；店舗により異なる","06:00–22:00；各店不同","031-411-1040","https://naver.me/Fc5npB0O"
"9","","세아프라자상가","SEA Plaza Arcade","セアプラザ商店街","SEA 广场商街","경기도","Gyeonggi-do","京畿道","京畿道","동두천시","Dongducheon City","トンドゥチョン市","东豆川市","경기도 동두천시 큰시장로 64","Gyeonggi-do, Dongducheon-si, Keunsijang-ro 64","京畿道 東豆川市 クンシジャン路 64","京畿道 东豆川市 큰시장路 64","#복합상가, #다층공간, #구도심벨트, #제일시장연계, #행사연동, #점포별시간","#mixed-use_arcade, #multi-level, #old-town_belt, #linked_markets, #event_tie-ins, #per-shop_hours","#複合商店街, #多層空間, #旧市街ベルト, #連携市場, #催事連動, #店舗別時間","#复合商场, #多层空间, #旧城带, #与周边连动, #活动联动, #店铺自定","동두천 큰시장로에 위치한 복합 상가로, 지하 1–3층 등 다층 상업공간을 통해 다양한 점포가 입점해 있습니다. 인근 제일시장·큰시장과 함께 구도심 전통시장 벨트를 이루며 간헐적 행사·오일장과 연계됩니다. 주소·시설 정보는 행정·공공 데이터에서 확인됩니다. 통일된 영업시간 공지는 없으며 점포별로 상이합니다.","A multi-story plaza along Geunsijang-ro with a mix of retail and services. Together with nearby Jeil/Big Markets, it forms a traditional market belt in the old downtown. Occasional events and pop-ups are held in tandem with street activity. Hours are set individually by tenants.","大路沿いの複合商業施設で、小売・サービスが多層階に入居。周辺の第一市場・大市場とともに旧市街の伝統市場ベルトを形成します。催事やポップアップが街路と連動することも。各テナントが個別に営業時間を定めています。","位于“大市场路”的多层商业广场，零售与服务业态并存。与附近第一市场、大小市场共同构成旧城区的传统市场带。常与街区活动或临时市集联动。各入驻商户自定营业时间。","공통 영업시간 없음; 매장별 상이","No single common time; varies by shop","共通の営業時間なし；店舗により異なる","无统一营业时间；各店不同","031-862-8503","https://naver.me/xU4TLk1L"
"10","","사강시장","Sagang Market","サガン市場","Sagang 市场","경기도","Gyeonggi-do","京畿道","京畿道","화성시","Hwaseong City","ファソン市","华城市","경기도 화성시 송산면 사강로 183-1","Gyeonggi-do, Hwaseong-si, Songsan-myeon, Sagang-ro 183-1","京畿道 華城市 ソンサン面 サガン路 183-1","京畿道 华城市 松山面 사강路 183-1","#서해안, #수산·농산, #상설+오일장, #계절특산, #주차·동선, #가족친화","#West_Sea, #seafood_&_produce, #permanent+oil-market, #seasonal_items, #parking/flow, #family-friendly","#西海岸, #鮮魚・農産, #常設+五日市, #季節特産, #駐車/動線, #ファミリー向け","#西海岸, #海鲜农产, #常设+集市, #时令特产, #停车/动线, #亲子友好","서해안에 가까운 전통시장으로 신선한 해산물과 인근 농산물을 한 자리에서 만날 수 있습니다. 상설시장과 오일장이 함께 운영되어 계절별 특산물이 풍성합니다. 주차·동선 등 편의가 개선되어 가족 단위 장보기에도 적합합니다. 점포 성격에 따라 휴무일과 영업시간이 다릅니다.","A coastal traditional market long known for fresh seafood and local produce. Its roots go back to the early 1900s, and a 5-day market opens on the 2nd/7th of each month. Expect lively stalls and classic snacks near the West Sea.","西海に近い伝統市場で、新鮮な海産物や地元の農産物が集まります。創設は1910年代に遡り、毎月2・7日には五日市が立ちます。活気ある屋台と昔ながらの味を楽しめます。","靠近西海的传统市场，以新鲜海产与在地农产闻名。可追溯至20世纪初，每月2日与7日有集市。摊位热闹，老味道丰富。","10:00–22:00 (매장별 상이)","10:00–22:00 (varies by shop)","10:00–22:00（店舗により異なる）","10:00–22:00（各店不同）","031-357-6037","https://naver.me/GJT9MG8g"
"11","","의정부제일시장","Uijeongbu Jeil (No.1) Market","ウィジョンブ第一市場","议政府第一市场","경기도","Gyeonggi-do","京畿道","京畿道","의정부시","Uijeongbu City","ウィジョンブ市","议政府市","경기도 의정부시 태평로 73번길 20","Gyeonggi-do, Uijeongbu-si, Taepyeong-ro 73-beon-gil 20","京畿道 議政府市 テピョン路73番ギル 20","京畿道 议政府市 태평路73号街 20","#대형시장, #먹거리·의류, #역세권, #도보접근, #주차시설, #골목상권","#large_market, #food_&_apparel, #near_station, #walkable, #parking_lots, #alley_commerce","#大型市場, #飲食・衣料, #駅近, #徒歩アクセス, #駐車場, #路地商店","#大型市场, #餐饮服饰, #近车站, #步行可达, #停车场, #巷内商铺","의정부 도심을 대표하는 대형 시장으로 먹거리, 의류, 생활용품이 골고루 모여 있습니다. 역세권에 있어 도보 접근이 쉽고 주변에 주차 시설도 갖추었습니다. 골목별로 먹거리 거리가 조성되어 체류형 방문에도 좋아요. 점포별 운영 시간이 상이합니다.","One of Uijeongbu’s largest markets with hundreds of vendors for daily foods, clothing, and street-food alleys. It’s an easy 8–10 minute walk from Uijeongbu Station. Paid parking lots are adjacent. ","議政府を代表する大型市場で、食材から衣料、屋台グルメまで多彩。議政府駅から徒歩約8〜10分でアクセス良好。周辺に有料駐車場があります。","议政府代表性的大型市场，生鲜、服饰与小吃一应俱全。距议政府站步行约8–10分钟，附近有收费停车场。","06:00–21:00 (매장별 상이)","06:00–21:00 (varies by shop)","06:00–21:00（店舗により異なる）","06:00–21:00（各店不同）","031-846-2617","https://naver.me/FZ27NwsH"
"12","","구리전통시장","Guri Traditional Market","クリ伝統市場","九里传统市场","경기도","Gyeonggi-do","京畿道","京畿道","구리시","Guri City","クリ市","九里市","경기도 구리시 검배로 6번길 31","Gyeonggi-do, Guri-si, Geombae-ro 6-beon-gil 31","京畿道 九里市 コムベ路6番ギル 31","京畿道 九里市 검배路6号街 31","#상설시장, #신선식품, #간편식, #비가림아케이드, #안내동선, #교통·주차","#permanent_market, #fresh_produce, #ready-to-eat, #covered_arcade, #wayfinding, #transit/parking","#常設市場, #生鮮, #惣菜, #アーケード, #導線整備, #交通・駐車","#常设市场, #生鲜, #便食, #拱廊步道, #导视完善, #交通/停车","구리시 중심부의 상설 전통시장으로 신선식품과 간편식, 생활잡화를 폭넓게 취급합니다. 비가림 아케이드와 안내 동선이 비교적 잘 정비되어 쾌적하게 둘러볼 수 있습니다. 인근 주차장과 대중교통 접근성도 양호합니다. 점포별로 영업시간·휴무가 다릅니다.","Central Guri market offering produce, meats, and casual eateries. Market-managed parking runs 24 hours with a 1-hour free ticket from member shops. Family-friendly and easy to navigate. ","九里市中心の伝統市場。生鮮や食堂が充実し、24時間運営の駐車場（加盟店の1時間無料券あり）も便利。家族連れにも回りやすい市場です。","九里市中心传统市场，生鲜与小吃齐全。市场停车场24小时开放（加盟店提供1小时免费券），动线友好。","10:00–22:00 (변동 가능)","10:00–22:00 (varies)","10:00–22:00（変動あり）","10:00–22:00（时间可能变动）","031-568-8700","https://naver.me/xiqBZedq"
"13","1","오색시장","Osaek Market","オセク市場","五色市场","경기도","Gyeonggi-do","京畿道","京畿道","오산시","Osan City","オサン市","乌山市","경기도 오산시 오산로 272번길 21","Gyeonggi-do, Osan-si, Osan-ro 272-beon-gil 21","京畿道 烏山市 オサン路272番ギル 21","京畿道 乌山市 오산路272号街 21","#역세권, #노포시장, #먹거리·체험, #주말활기, #이른마감, #시간확인","#near_station, #old_market, #food_&_experiences, #weekend_buzz, #early_closing, #check_hours","#駅近, #老舗市場, #食べ歩き・体験, #週末にぎわい, #早め閉店, #時間確認","#近车站, #老牌市场, #美食与体验, #周末热闹, #提早打烊, #注意时间","오산역 인근 원도심에 자리한 오래된 시장으로 식음료와 생활형 점포가 골목마다 이어져 있습니다. 주말·행사 기간에는 먹거리와 체험 요소가 늘어나 활기가 돋보입니다. 비교적 이른 저녁에 마감하는 점포가 많으니 시간 확인이 필요합니다.","A century-old downtown market near Osan Station known for snacks and seasonal events. Core trading tends to finish by early evening; individual stalls keep their own hours. Great for quick bites after sightseeing.","100年の歴史を持つオサン中心街の市場。オサン駅近くで食べ歩きやイベントが楽しめ、夕方までがピークです。店舗ごとに営業時間は異なります。","拥有百年历史的乌山市中心市场，靠近乌山站，适合边逛边吃，常有活动。多在傍晚前后收摊，商户作息各不相同。","보통 08:00–19:00 (변동 가능)","Typically 08:00–19:00 (varies)","通常 08:00–19:00（変動あり）","通常 08:00–19:00（可能变动）","031-376-4141","https://naver.me/FA2gMY4x"
"14","","광명전통시장","Gwangmyeong Traditional Market","クァンミョン伝統市場","光明传统市场","경기도","Gyeonggi-do","京畿道","京畿道","광명시","Gwangmyeong City","クァンミョン市","光明市","경기도 광명시 광이로13번길 17-5","Gyeonggi-do, Gwangmyeong-si, Gwangi-ro 13-beon-gil 17-5","京畿道 光明市 クァンイ路13番ギル 17-5","京畿道 光明市 광이路13号街 17-5","#대표시장, #생필·먹거리, #비가림, #야간활기, #주차편의, #초행친화","#flagship_traditional, #daily_goods_&_eats, #covered_lanes, #evening_vibe, #easy_parking, #first-timer_friendly","#代表的伝統市場, #生活品・グルメ, #アーケード, #夜の活気, #駐車便利, #初心者向き","#代表性传统市场, #生活用品/小吃, #拱廊, #夜间人气, #停车方便, #友好易逛","광명을 대표하는 전통시장으로 다양한 먹거리와 생필품을 편하게 구매할 수 있습니다. 비가림 아케이드와 안내 표식이 정비되어 초행길도 둘러보기 수월합니다. 저녁 시간대에도 비교적 활기가 이어지는 편입니다. 점포별 운영 시간은 다릅니다.","A flagship market of Gwangmyeong with 350+ shops, refurbished arcades, and a lively Friday night vibe (“Gwangmyeong Night Walk”). Easy access and plenty of comfort foods.","光明市を代表する市場。350店以上、アーケード整備で快適に買い物でき、金曜夜はナイトマーケットも賑やかです。","光明市代表性市场，350家以上商铺，拱廊整修后更舒适；周五夜市热闹有趣。","10:00–21:00 (변동 가능)","10:00–21:00 (varies)","10:00–21:00（変動あり）","10:00–21:00（可能变动）","02-2614-0006","https://naver.me/xRhOGSvG"
"15","","중앙시장","Jungang (Central) Market","チュンアン市場","中央市场","경기도","Gyeonggi-do","京畿道","京畿道","안양시","Anyang City","アニャン市","安养市","경기도 안양시 만안구 냉천로 196","Gyeonggi-do, Anyang-si, Manan-gu, Naengcheon-ro 196","京畿道 安養市 マナン区 ネンチョン路 196","京畿道 安养市 万安区 냉천路 196","#남문상권, #정육·청과, #분식골목, #보행중심, #관광연계, #시간상이","#Nammun_cluster, #butchers_&_produce, #snack_alleys, #walkable, #tourism_link, #varying_hours","#南門商圏, #精肉・青果, #軽食路地, #歩行中心, #観光連携, #時間ばらつき","#南门商圈, #肉铺/青果, #小吃巷, #步行友好, #旅游联动, #时间不一","수원 화성과 남문 상권 내 핵심 시장으로, 정육·청과·분식 등 생활밀착 품목이 밀집해 있습니다. 보행 중심의 골목형 상권이라 천천히 둘러보기 좋습니다. 주변 관광지와 연계해 방문 수요가 꾸준합니다. 점포별 시간 차가 크니 방문 전 확인을 권합니다.","Part of the broader Suwon Nammun Market cluster, Central Market sits amid historic city walls and food alleys. Expect classic butchers, produce, and old-school bites within walking streets.","水原南門商圏の一角で、城郭と食の横丁に囲まれた中心的な市場。精肉・青果・惣菜など昔ながらの店が軒を連ねます。","属于水原南门市场圈的一部分，周边城郭与美食巷相连。肉铺、蔬果与传统小吃集中。","매장별 상이(남문 일대 다수 09:00–22:00)","Hours vary by shop (many 09:00–22:00 around Nammun area)","店舗により異なる（南門周辺は 09:00–22:00 が多い）","各店时间不同（南门一带多为 09:00–22:00）","031-449-6047","https://naver.me/GhbrMvhh"
"16","","역전시장","Yeokjeon (Station Front) Market","ヨクチョン（駅前）市場","站前市场","경기도","Gyeonggi-do","京畿道","京畿道","수원시","Suwon City","スウォン市","水原市","경기도 수원시 팔달구 매산로 2-10 매산로1가","Gyeonggi-do, Suwon-si, Paldal-gu, Maesan-ro 2-10, Maesan-ro 1-ga","京畿道 水原市 パルダル区 メサン路 2-10（メサン路1街）","京畿道 水原市 八达区 매산路 2-10（매산路1街）","#역앞시장, #간편장보기, #소형점포, #신선식품, #합리적가격, #일상형","#station-front, #quick_grocery, #small_stalls, #fresh_foods, #value_pricing, #everyday_use","#駅前市場, #さっと買物, #小規模店舗, #生鮮, #手頃価格, #日常使い","#车站前市场, #快速采买, #小摊密集, #生鲜, #亲民价格, #日常型","수원역 앞에 자리한 생활형 전통시장으로 출퇴근·이동 중 간편 장보기에 적합합니다. 소형 점포가 밀집해 있어 신선식품·간식·생활잡화를 효율적으로 둘러볼 수 있습니다. 가격대가 비교적 합리적인 편입니다. 매장마다 영업시간이 다릅니다.","An old-school market right by Suwon Station, handy for commuters and travelers. Compact lanes pack produce, snacks, and daily goods at friendly prices.","水原駅すぐの昔ながらの市場。通勤・旅行客にも便利で、青果や惣菜、日用品が手頃に揃います。","位于水原站前的传统市场。通勤与旅客皆方便，蔬果小吃与日用品价格亲民。","08:00–21:00","08:00–21:00","08:00–21:00","08:00–21:00","031-246-1005","https://naver.me/5bVfXDsH"
"17","","영동시장","Yeongdong Market","ヨンドン市場","永东市场","경기도","Gyeonggi-do","京畿道","京畿道","수원시","Suwon City","スウォン市","水原市","경기도 수원시 팔달구 수원천로255번길 6 영동","Gyeonggi-do, Suwon-si, Paldal-gu, Suwoncheon-ro 255-beon-gil 6, Yeongdong","京畿道 水原市 パルダル区 スウォンチョン路255番ギル 6（ヨンドン）","京畿道 水原市 八达区 수원천路255号街 6（영동）","#남문핵심, #수원천변, #먹거리·원단, #청년몰, #보행로넓음, #가족친화","#Nammun_core, #Suwoncheon_stream, #food_&_fabric, #youth_mall, #wide_walkways, #family-friendly","#南門核, #水原川沿い, #飲食・布, #青年モール, #歩道広め, #家族向き","#南门核心, #水原川畔, #餐饮/布料, #青年商场, #步道较宽, #亲子友好","수원천을 따라 형성된 남문권 핵심 시장으로, 먹거리와 의류·원단 상가가 공존합니다. 보행로 폭이 비교적 넓어 가족 단위로도 둘러보기 편합니다. 상층부 청년몰 등과 연계한 체류형 소비가 이루어집니다. 점포별 시간·휴무가 상이합니다.","A core market in the Nammun cluster along Suwoncheon stream. Home to the “28 Youth Mall” upstairs, plus many eateries and fabric shops. Family-friendly strolling streets.","水原川沿いの南門エリアを代表する市場。2階には「28青春青年モール」があり、飲食や布店も多彩。歩きやすい通りです。","位于水原川畔的南门核心市场。二楼设有“28青春青年商城”，餐饮与布商丰富，步行动线友好。","09:00–20:00 (변동 가능)","09:00–20:00 (varies)","09:00–20:00（変動あり）","09:00–20:00（可能变动）","031-251-0171","https://naver.me/5GpX1wrC"
