"운영팀> 2번 모니터> 앱 콘텐츠 내용","","","","","","","","","","","","","","","","","","","","","","","","",""
"Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Russian","Indonesian","설명, 비고","구분(위치)","","","","","","","","","","","","","",""
"","OP_Schedule_Result","표시할 운항 정보가 없습니다.","No flight information to display.","表示する運航情報がありません。","没有可显示的航班信息。","Không có thông tin chuyến bay nào để hiển thị.","ไม่มีข้อมูลเที่ยวบินที่จะแสดง","Нет информации о рейсе для отображения.","Tidak ada informasi penerbangan untuk ditampilkan.","","","","","","","","","","","","","","","",""
"","OP_Schedule_Loading","운항 정보를 불러오는 중입니다.","Loading flight information...","運航情報を読み込んでいます。","正在加载航班信息...","Đang tải thông tin chuyến bay...","กำลังโหลดข้อมูลเที่ยวบิน...","Загрузка информации о рейсе...","Sedang memuat informasi penerbangan...","","","","","","","","","","","","","","","",""
"","OP_Schedule_Search_Result","해당 편명을 찾을 수 없습니다.","Flight number not found.","該当する便名が見つかりません。","找不到该航班号。","Không tìm thấy số hiệu chuyến bay.","ไม่พบหมายเลขเที่ยวบินดังกล่าว","Номер рейса не найден.","Nomor penerbangan tidak ditemukan.","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col1","출발시각","Depart. Time","出発時刻","出发时间","Giờ khởi hành","เวลาออกเดินทาง","Время отправления","Waktu Keberangkatan","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col2","항공사/편명","Airline/Flight No.","航空会社/便名","航空公司/航班号","Hãng hàng không/Số chuyến bay","สายการบิน/เที่ยวบิน","Авиакомпания/Номер рейса","Maskapai/No. Penerbangan","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col3","목적지","Destination","目的地","目的地","Điểm đến","จุดหมายปลายทาง","Пункт назначения","Tujuan","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col4","구분","Category","区分","类别","Phân loại","หมวดหมู่","Категория","Kategori","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col5","탑승구","Gate","搭乗口","登机口","Cổng","ประตูขึ้นเครื่อง","Выход на посадку","Gerbang","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col6","현황","Status","状況","状态","Trạng thái","สถานะ","Статус","Status","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col7","수하물 수취대","Baggage","手荷物","行李","Hành lý","สัมภาระ","багажа","Bagasi","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col8","소요시간","Duration","所要時間","所需时间","Thời gian","ระยะเวลา","Продолжительность","Durasi","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col9","선박명","Please select a course","コースを選択してください","请选择路线","Vui lòng chọn khóa học","กรุณาเลือกหลักสูตร","Пожалуйста, выберите курс","Silakan pilih kursus","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col10","항로","Route","航路","航线","Tuyến đường","เส้นทาง","Маршрут","Rute","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col11","출발장소","Depart. Place","出発場所","出发地","Nơi khởi hành","สถานที่ออกเดินทาง","Место отправления","Tempat Keberangkatan","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col12","도착시각","Arrival Time","到着時刻","到达时间","Giờ đến","เวลามาถึง","Время прибытия","Waktu Kedatangan","","","","","","","","","","","","","","","",""
"","OP_Schedule_Info_col13","도착장소","Arrival Place","到着場所","到达地","Nơi đến","สถานที่มาถึง","Место прибытия","Tempat Kedatangan","","","","","","","","","","","","","","","",""
"","Jeju_Todo_Title","제주' 뭐하지","What to do in Jeju","済州で何する","在济州岛做什么","Làm gì ở Jeju","ทำอะไรในเชจู","Чем заняться на Чеджу","Apa yang harus dilakukan di Jeju","","","","","","","","","","","","","","","",""
"","Jeju_Todo_Subtitle1","코스를 선택해 주세요","Please select a course","コースを選択してください","请选择路线","Vui lòng chọn khóa học","กรุณาเลือกหลักสูตร","Пожалуйста, выберите курс","Silakan pilih kursus","","","","","","","","","","","","","","","",""
"","Jeju_Todo_Subtitle1-1","모든 추천코스는 제주 공항을 기준으로 제작되었습니다.","All recommended courses are based on Jeju Airport.","すべての推奨コースは済州空港を基準に作成されました。","所有推荐路线均以济州机场为基准制作。","Tất cả các khóa học được đề xuất đều dựa trên Sân bay Jeju.","หลักสูตรที่แนะนำทั้งหมดจัดทำขึ้นโดยอิงจากสนามบินเชจู","Все рекомендуемые курсы составлены на основе аэропорта Чеджу.","Semua kursus yang direkomendasikan didasarkan pada Bandara Jeju.","제주공항에 적용","","","","","","","","","","","","","","",""
"","Jeju_Todo_Subtitle1-2","모든 추천코스는 제주항 여객터미널을 기준으로 제작되었습니다.","All recommended courses are based on Jeju Port Passenger Terminal.","すべての推奨コースは済州港旅客ターミナルを基準に作成されました。","所有推荐路线均以济州港客运站为基准制作。","Tất cả các khóa học được đề xuất đều dựa trên Nhà ga Hành khách Cảng Jeju.","หลักสูตรที่แนะนำทั้งหมดจัดทำขึ้นโดยอิงจากท่าเรือโดยสารเชจู","Все рекомендуемые курсы составлены на основе пассажирского терминала порта Чеджу.","Semua kursus yang direkomendasikan didasarkan pada Terminal Penumpang Pelabuhan Jeju.","유산문화센터, 여객선터미널에 적용","","","","","","","","","","","","","","",""
"","Jeju_Todo_Subtitle1-3","부터 21:00까지 이용 가능한 코스를 추천해드립니다.","We recommend courses available until 21:00.","から21:00まで利用可能なコースをおすすめします。","为您推荐至21:00可用的路线。","Gợi ý các khóa học khả dụng đến 21:00.","แนะนำหลักสูตรที่สามารถใช้ได้จนถึง 21:00 น.","Рекомендуем курсы, доступные до 21:00.","Kami merekomendasikan kursus yang tersedia hingga pukul 21:00.","","","","","","","","","","","","","","","",""
"","My_Course_title","나만의 코스","My own course","自分だけのコース","专属路线","Khóa học của riêng tôi","หลักสูตรของฉันเอง","Мой собственный курс","Kursus saya sendiri","","","","","","","","","","","","","","","",""
"","My_Course_desc1","원하는 대로 골라 만드는","Pick and choose as you like","思いのままに選んで作る","随心所欲挑选制作","Chọn và tạo theo ý muốn","เลือกและสร้างตามที่คุณต้องการ","Выбирайте и создавайте по своему желанию","Pilih dan buat sesuka Anda","","","","","","","","","","","","","","","",""
"","My_Course_desc2","취향·동행·일정까지 원하는\n내가 원하는 여행 코스를 만들어 보세요.","Create your own travel course according to your tastes, companions, and schedule.","好み・同行者・日程まで希望通り
自分だけの旅行コースを作ってみてください。","根据您的喜好、同行者和日程
制定您专属的旅行路线。","Tạo khóa học du lịch của riêng bạn
tùy theo sở thích, bạn đồng hành và lịch trình của bạn.","สร้างหลักสูตรการเดินทางของคุณเอง
ตามรสนิยม ผู้ร่วมเดินทาง และตารางเวลาของคุณ","Создайте свой собственный туристический курс
в соответствии с вашими вкусами, попутчиками и расписанием.","Buat kursus perjalanan Anda sendiri
sesuai dengan selera, teman perjalanan, dan jadwal Anda.","","","","","","","","","","","","","","","",""
