"넘버링운영팀> 1번 모니터> AI모델 영상 자막 + 우측상단 표기 ","","","","","언어","","","","언어","","","","우측상단 서브타이틀","","","","우측상단 서브타이틀","","","","재생조건","설명","","",""
"17","Tamnao-1","GYULI=Tamnao-1","","","제주 공공 여행 플랫폼 '탐나오'를 만나보세요
숙소, 체험, 관광지 예약까지 한 번에 할 수 있어요!","Meet Tamnao, Jeju's public travel platform.
Book stays, activities and sights all in one!","済州公共旅行プラットフォーム「タムナオ」！
宿・体験・観光地の予約がまとめてできます！","认识济州公共旅游平台Tamnao！
住宿、体验、景点预订一站搞定！","Khám phá Tamnao — nền tảng du lịch công của Jeju.
Đặt phòng, trải nghiệm, tham quan trong một nơi!","Kenalan dengan Tamnao, platform wisata publik Jeju.
Pesan penginapan, aktivitas, dan wisata sekaligus!","พบกับ Tamnao แพลตฟอร์มท่องเที่ยวสาธารณะของเชจู
จองที่พัก กิจกรรม และที่เที่ยวได้ในที่เดียวค่ะ!","Tamnao — туристическая платформа Чеджу.
Жильё, экскурсии, билеты — всё вместе!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 탐나오 (기본 2편 순환)","[키: Tamnao(신설)] 탐나오 웹 화면 표시 중 재생 1편째. ※모션명 'x'로 미기재 — 확인 필요.","","",""
"17","Tamnao-2","GYULI=Tamnao-2","","","QR 코드를 스캔하면 탐나오 앱으로 바로 연결돼요
핸드폰으로 더 편하게 이용해 보세요~","Scan the QR code to open the Tamnao app.
It's even easier on your phone~","QRコードをスキャンするとタムナオアプリへ。
スマホでもっと便利にご利用ください〜","扫描二维码即可打开Tamnao应用。
用手机使用更方便~","Quét mã QR để mở ngay ứng dụng Tamnao.
Dùng trên điện thoại còn tiện hơn nữa~","Pindai kode QR untuk membuka aplikasi Tamnao.
Lebih praktis dipakai lewat ponselmu~","สแกนคิวอาร์โค้ดเพื่อเข้าแอป Tamnao ได้ทันทีค่ะ
ใช้บนมือถือสะดวกยิ่งขึ้นนะคะ~","Отсканируйте QR-код — откроется Tamnao.
В телефоне ещё удобнее!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 탐나오 (기본 2편 순환)","[키: Tamnao(신설)] 2편째. QR·앱 연결 안내.","","",""
"18","MarketPaper-1","MarketPaper-1","","","전통시장 전용 '온누리상품권'을 사용해 보세요
현금처럼 쓰거나 앱으로 간편하게 결제할 수 있어요","Try Onnuri gift certificates for traditional markets.
Use them like cash or pay easily in the app.","伝統市場専用「オヌリ商品券」を使ってみて！
現金のように、またはアプリで簡単に決済できます。","试试传统市场专用的“温努里商品券”。
可当现金使用，也能用APP轻松支付。","Dùng thử phiếu Onnuri cho chợ truyền thống nhé.
Dùng như tiền mặt hoặc thanh toán dễ qua app.","Coba voucher Onnuri khusus pasar tradisional.
Bisa dipakai seperti uang tunai atau lewat aplikasi.","ลองใช้บัตรกำนัล Onnuri สำหรับตลาดดั้งเดิมค่ะ
ใช้แทนเงินสดหรือจ่ายผ่านแอปก็ง่ายมากค่ะ","Onnuri — сертификаты для рынков.
Платите как наличными или в приложении.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 지역화폐 -> 온누리상품권 탭","[키: MarketPaper] 온누리 탭에서 재생. 의상 H-05.","","",""
"18","MarketPaper-2","MarketPaper-2","","","제주 지역화폐 '탐나는전'을 아시나요?
앱에 충전하면 가맹점에서 다양한 혜택을 받을 수 있어요","Know Tamnaneun Jeon, Jeju's local currency?
Top up in the app for perks at member stores.","済州の地域通貨「タムナヌンジョン」をご存じ？
アプリにチャージすると加盟店で特典があります。","您知道济州地区货币Tamnaneun Jeon吗？
在APP充值即可在加盟店享优惠。","Bạn biết Tamnaneun Jeon — tiền tệ của Jeju chưa?
Nạp qua app để nhận ưu đãi tại cửa hàng thành viên.","Tahu Tamnaneun Jeon, mata uang lokal Jeju?
Isi saldo di aplikasi dan nikmati aneka promo!","รู้จัก Tamnaneun Jeon เงินท้องถิ่นของเชจูไหมคะ?
เติมเงินในแอปแล้วรับสิทธิพิเศษที่ร้านค้าร่วมรายการ","Знаете Tamnaneun Jeon — валюту Чеджу?
Пополните в приложении — будут бонусы!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","지역화폐 -> 탐나는전 탭","[키: MarketPaper(2탭)] 탐나는전 탭에서 재생.","","",""
"19","k=drama","","","","","","","","","","","","","","","","","","","","","","","",""
"19","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","Photo","GYULI=Photo-1","","","먼저 착용해보고 싶은 스타일을 선택하세요.  
의상을 고른 후, 사진 촬영 버튼을 눌러주세요","First, choose the style you'd like to try on.
Pick an outfit, then press the photo button.","まず着てみたいスタイルを選んでください。
衣装を選んだら撮影ボタンを押してね。","请先选择想试穿的风格。
选好服装后，按下拍照按钮。","Trước tiên, chọn phong cách bạn muốn thử nhé.
Chọn trang phục xong thì nhấn nút chụp ảnh.","Pertama, pilih gaya yang ingin kamu coba.
Setelah memilih busana, tekan tombol foto, ya.","เลือกสไตล์ที่อยากลองสวมก่อนเลยค่ะ
เลือกชุดเสร็จแล้วกดปุ่มถ่ายรูปได้เลยนะคะ","Сначала выберите стиль для примерки.
Выбрали наряд — жмите кнопку съёмки!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 촬영 버튼 (의상 선택)","[키: Photo] 의상 선택 화면에서 재생. 의상 H-13.","","",""
"20","Photo_SelectHanbok","GYULI=Photo-2","","","카메라를 바라보고 얼굴과 손이 화면의 가이드 원 안에 
들어가도록 맞춰주세요.  모자와 안경을 벗어주세요","Look at the camera and fit your face and hands
into the guide circles. Remove hats and glasses.","カメラを見て、顔と手をガイドの円の中に
合わせてください。帽子とメガネは外してね。","请看向镜头，将脸和双手对准
屏幕上的引导圈。请摘下帽子和眼镜。","Nhìn vào camera, đưa mặt và tay vào đúng
vòng hướng dẫn trên màn hình. Bỏ mũ và kính nhé.","Lihat kamera, posisikan wajah dan tangan
di dalam lingkaran panduan. Lepas topi dan kacamata.","มองกล้องแล้วจัดใบหน้าและมือให้อยู่ใน
วงกลมไกด์บนจอค่ะ ถอดหมวกและแว่นด้วยนะคะ","Смотрите в камеру: лицо и руки — в круги-
подсказки. Снимите шляпу и очки.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","촬영 -> 의상 선택 -> 촬영 가이드","[키: Photo_SelectHanbok] 카메라 가이드 화면에서 재생.","","",""
"20","Photo_Creating-1","GYULI=Photo-3","","","키오스크 앞에서 잠시만 기다려주세요~~
선택하신 옷으로 갈아입고 있어요. 멋진 모습을 기대하세요","Please wait a moment in front of the kiosk~
I'm changing you into your outfit. Get excited!","キオスクの前で少々お待ちください〜
選んだ衣装にお着替え中。素敵な姿をお楽しみに！","请在自助机前稍等片刻~
正在为您换上所选服装，敬请期待精彩造型！","Chờ một chút trước kiosk nhé~
Đang thay trang phục bạn chọn. Hãy chờ diện mạo mới!","Tunggu sebentar di depan kiosk, ya~
Busanamu sedang dipakaikan. Nantikan hasil kerennya!","รอสักครู่ที่หน้าคีออสก์นะคะ~
กำลังเปลี่ยนชุดที่เลือกให้อยู่ค่ะ รอชมลุคเก๋ๆ ได้เลย!","Подождите немного у киоска~
Переодеваю вас в выбранный наряд. Будет красиво!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","촬영 -> AI 합성 대기 (3편 순환)","[키: Photo_Creating] 합성 대기 1편째. 동작: 좌·우 소매를 한쪽씩 제시하고 손바닥으로 '짠' 마무리.","","",""
"20","Photo_Creating-2","GYULI=Photo-3_2","","","키오스크 앞에서 잠시만 기다려주세요~~
선택하신 옷으로 갈아입고 있어요. 멋진 모습을 기대하세요","Please wait a moment in front of the kiosk~
I'm changing you into your outfit. Get excited!","キオスクの前で少々お待ちください〜
選んだ衣装にお着替え中。素敵な姿をお楽しみに！","请在自助机前稍等片刻~
正在为您换上所选服装，敬请期待精彩造型！","Chờ một chút trước kiosk nhé~
Đang thay trang phục bạn chọn. Hãy chờ diện mạo mới!","Tunggu sebentar di depan kiosk, ya~
Busanamu sedang dipakaikan. Nantikan hasil kerennya!","รอสักครู่ที่หน้าคีออสก์นะคะ~
กำลังเปลี่ยนชุดที่เลือกให้อยู่ค่ะ รอชมลุคเก๋ๆ ได้เลย!","Подождите немного у киоска~
Переодеваю вас в выбранный наряд. Будет красиво!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","촬영 -> AI 합성 대기 (3편 순환)","[키: Photo_Creating] 2편째. 동작: 두 손을 가슴 앞에 모으고 설레는 기대 표정.","","",""
"20","Photo_Creating-3","GYULI=Photo-3_3","","","키오스크 앞에서 잠시만 기다려주세요~~
선택하신 옷으로 갈아입고 있어요. 멋진 모습을 기대하세요","Please wait a moment in front of the kiosk~
I'm changing you into your outfit. Get excited!","キオスクの前で少々お待ちください〜
選んだ衣装にお着替え中。素敵な姿をお楽しみに！","请在自助机前稍等片刻~
正在为您换上所选服装，敬请期待精彩造型！","Chờ một chút trước kiosk nhé~
Đang thay trang phục bạn chọn. Hãy chờ diện mạo mới!","Tunggu sebentar di depan kiosk, ya~
Busanamu sedang dipakaikan. Nantikan hasil kerennya!","รอสักครู่ที่หน้าคีออสก์นะคะ~
กำลังเปลี่ยนชุดที่เลือกให้อยู่ค่ะ รอชมลุคเก๋ๆ ได้เลย!","Подождите немного у киоска~
Переодеваю вас в выбранный наряд. Будет красиво!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","촬영 -> AI 합성 대기 (3편 순환)","[키: Photo_Creating] 3편째. 동작: 박수 세 번 → 양팔 활짝 → 따봉.","","",""
"20","Photo_Complete","GYULI=Photo-4","","","의상을 입은 사진이 나오면 저장하기 버튼을 눌러주세요 
QR 코드를 스캔하시면 사진을 기기에 바로 저장하실 수 있습니다.","When your photo appears, press the save button.
Scan the QR code to save it to your phone.","写真が表示されたら保存ボタンを押してください。
QRコードをスキャンすると、スマホに保存できます。","照片生成后请按保存按钮。
扫描二维码即可将照片直接存入手机。","Khi ảnh hiện ra, hãy nhấn nút lưu nhé.
Quét mã QR để lưu ảnh ngay vào điện thoại.","Saat fotonya muncul, tekan tombol simpan.
Pindai kode QR untuk menyimpannya ke ponselmu.","เมื่อรูปปรากฏแล้ว กดปุ่มบันทึกได้เลยค่ะ
สแกนคิวอาร์โค้ดเพื่อบันทึกรูปลงมือถือทันที","Когда фото появится, нажмите «Сохранить».
Отсканируйте QR-код — фото будет в телефоне.","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","합성 완료 -> 결과 확인·저장","[키: Photo_Complete] 결과 화면에서 재생.","","",""
"20","HanbokExplain","GYULI=HanbokExplain","","","한복은 한국의 역사와 문화가 담긴 전통 의복입니다. 
고유의 아름다움을 직접 AR로 한복을 착장해보세요!","Hanbok is Korea's traditional dress, full of history.
Experience its beauty yourself with AR!","韓服は韓国の歴史と文化が息づく伝統衣装。
その美しさをARで直接体験してみてください！","韩服是承载韩国历史与文化的传统服饰。
用AR亲自试穿，感受其独特之美吧！","Hanbok là trang phục truyền thống đậm đà văn hóa Hàn.
Hãy tự mình khoác lên vẻ đẹp ấy bằng AR nhé!","Hanbok adalah busana tradisional sarat sejarah Korea.
Rasakan keindahannya langsung lewat AR!","ฮันบกคือชุดประจำชาติที่เปี่ยมด้วยประวัติศาสตร์เกาหลี
ลองสวมสัมผัสความงามนี้ด้วย AR กันค่ะ!","Ханбок — традиционный наряд Кореи.
Примерьте его красоту в AR!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","촬영 -> 한복 설명","[키: HanbokExplain] 한복 설명 화면에서 재생.","","",""
"21","Toilet","Toilet","","","여기는 지정된 화장실/흡연 구역이에요.
지도에서 위치를 확인하고 편하게 다녀오세요~","Here are the restrooms and smoking areas.
Check the map and take your time~","こちらは指定のトイレ・喫煙区域です。
地図で場所を確認してごゆっくりどうぞ〜","这里是指定的洗手间/吸烟区。
请在地图上确认位置，安心前往~","Đây là nhà vệ sinh/khu hút thuốc được chỉ định.
Xem vị trí trên bản đồ và cứ thong thả nhé~","Ini toilet dan area merokok yang tersedia.
Cek lokasinya di peta dan silakan berkunjung~","นี่คือห้องน้ำ/พื้นที่สูบบุหรี่ที่กำหนดไว้ค่ะ
ดูตำแหน่งบนแผนที่แล้วไปได้เลยนะคะ~","Здесь туалеты и зоны для курения.
Найдите их на карте — и вперёд!","제주 앰버서더 ""귤이""","Jeju Ambassador ""Gyuli""","済州アンバサダー「ギュリ」","济州大使 ""Gyuli""","Đại sứ Jeju ""Gyuli""","Duta Jeju ""Gyuli""","แอมบาสเดอร์เชจู ""Gyuli""","Посол Чеджу ""Gyuli""","기본화면 -> 도와줘 '귤이' -> 화장실/흡연구역","[키: Toilet] 화장실 카테고리 선택 시 재생. 제주는 공항 실내 지도 안내라 QR 문구 대신 지도 안내로 조정.","","",""
